Problem_Name,Id,Parent_Id,Text,Date,Up_Votes,Username,Parent_Up_Votes,Parent_Date,Parent_Text
"best-time-to-buy-and-sell-stock-with-transaction-fee
",42,40,"@EricRaw wow, totally missed that. Thanks","Jun 22, 2023",0,paresh_singh,7,"Jun 22, 2023","Greedy to solve stock problems.
Just a hint: sell = max(sell, prices[i] - fee- buy)"
"find-positive-integer-solution-for-a-given-equation
",33,32,Why bother going to 1000? The constraints give you 2<=x+y<=z+1<=101,"Nov 08, 2023",1,realitant,0,"Aug 22, 2023","In this question it is said that there will be a hidden function which takes two values x and y and gives the output Z.
And also, the values of x and y lie in the range 1 to 1000 including 1 and 1000.
Using Linear search, we run a for loop from x=1 to <=1000 and another for loop for y from y=1 to <=1000, here the time complexity is O(N^2) as for every value of x we run the y loop from 1 to 1000. and every time we call the hidden function by passing x and y and if the value returned by hidden function is equal to z, we add it to the list.
For Example :-
first iteration x =1 and y=1;
second iteration x=1 and y=2;
third iteration x=1 and y= 3;
""
""
""
last iteration x=1000 and y=1000."
"break-a-palindrome
",17,15,Thanks for the Cases!,"Oct 10, 2022",0,atharva-agrawal,3,"Oct 10, 2022","Think in Terms of Below Cases!CASE 1 : Single Letter Strings Like 'a'/'b'
CASE 2 : If Starting Letter of Palindromic String is Not 'a'
CASE 3 : If Starting Letter of Palindromic String is 'a'Try it Yourself Before Clicking here."
"consecutive-numbers
",8,5,"They tell you "" id is an autoincrement column. "" and then this?!","May 23, 2024",12,feed0,91,"Apr 17, 2024","Something is wrong with the 22 test case. The one should be in the answer, but expected prints nothing:
Input
Logs ="
"water-bottles
",140,138,"Initially you have 24 filled bottles which become will empty once you drink all. Now, on exchanging each 4 empty bottles with one full bottle you will get 6 filled bottles (24/4=6). Now out of these 6 empty bottles, 4 empty bottles can be used in exchange 1 filled bottle, which is the 31'st bottle here.
So now max. no. of filled bottles anyone can drink is 24+6+1=31.
Hope it helps!!","Jul 07, 2024",1,akanksha_2_code,0,"Jul 07, 2024",can anyone explain me for bottles = 24 and extra = 4 (answer is 31). should not it be 30 ?
"missing-number
",6,1,@kavinmano2211 Since you are not using a different array so your space complexity is O(1),"Feb 20, 2024",1,_Epsilon,260,"May 28, 2022","This problem can be solved by 3 methods:
1.Hashing
2.Sum FormulaLets dicuss this method that which is more effiecient and why it has to be used:-"
"maximum-score-words-formed-by-letters
",123,122,Follow this template and always make the tree diagram for better understanding,"May 24, 2024",0,mercer80,0,"May 24, 2024",not able to understand backtracking
"smallest-string-starting-from-leaf
",252,249,Backtracking is a fairly standard algorithm. Medium is about the correct classification.,"Apr 17, 2024",0,psionl0,0,"Apr 17, 2024",Should be a hard problem.
"flatten-nested-list-iterator
",26,24,Dayum 2016!!!!,"Aug 29, 2023",12,akash_vannam,20,"Apr 08, 2016","For this problem ""Run Code"" button is not working and code can't be tested. Please fix it :)"
"ambiguous-coordinates
",4,3,Yes,"Sep 16, 2023",0,vivek_-_kr,1,"Nov 04, 2022",why new look????
"maximum-ice-cream-bars
",38,36,We will all make it bro :),"Jan 06, 2023",0,real_nitin_negi,28,"Jan 06, 2023",Why are we here ?Just to suffer....
"reverse-bits
",14,13,"wait, REALLY?, DUDE THATS WHY IT WASNT WORKING!! I JUST THOUGHT I WAS A DUMBASS","Nov 18, 2024",0,shayan1986k,32,"Apr 11, 2024","The problem description is flat out false. They describe how you would have an input of 00000010100101000001111010011100, which corresponds to the integer 43261596. The method signature lists this as an int (I'm working in python, so there's unlimited precision for these). The test cases list the input as 00000010100101000001111010011100. The actual input is instead 43261596. The problem wants you to convert from an int to the bit representation, reverse it, then convert back. And that would be fine if that's what the problem said to do! But instead it describes being given an incomplete string representation of a 32 bit number, filling it out with any missing leading zeroes, reversing it, and converting it to a normal int.I don't like having my time wasted by imprecise or actively misleading problem descriptions. Half the difficulty here comes from guessing what the writer meant and failed to articulate, not from writing the actual algorithm."
"maximum-number-of-events-that-can-be-attended
",78,77,"Surely, because you can only chose 1 event to attend in a day
So because all events start at day 1 and end at day 2
so if you chose one of them to attend at the first day and another one to attend at the second day, so the answer is 2
Because after two days all event will end","Jul 15, 2023",0,ychaaibi,0,"Jul 15, 2023","[[1,2],[1,2],[1,2],[1,2],[1,2]] , Expected Output :- 2 , Why ?😥 Description is unclear"
"maximize-the-total-height-of-unique-towers
",11,9,Location?,"Sep 29, 2024",0,abhisek169,7,"Sep 28, 2024",The exact same problem was asked in Microsoft OA for intern 2024.
"apply-operations-to-make-two-strings-equal
",23,20,your string also is in part of the state 🧐,"Oct 08, 2023",3,vijay97,1,"Oct 08, 2023",I SOLVED IT BUT WAS UNABLE TO MEMOIZE :(
"find-total-time-spent-by-each-employee
",9,8,@tin_le Subtle,"Jun 25, 2024",0,ByteMePlz,5,"Jun 14, 2022","Hi team,
I first ran the code without SUM and couldn't return the total addition of 2 rows. Does anyone know the reason behind that? Thank you!SELECT event_day AS day, emp_id, (SUM(out_time) - SUM(in_time)) AS total_time
FROM Employees
GROUP BY emp_id, event_day"
"min-cost-to-connect-all-points
",119,118,"@Plasticc If you have better solution than O(n^2), please share!","Aug 29, 2023",0,atanusaha143,0,"Jun 13, 2023",Is there any solution for 1 <= points.length <= 100000?
"number-of-good-paths
",148,147,"is it solvable with dfs? I thought it had to be union find, which I understand to be a different algorithm","Jan 15, 2023",0,Mister_CK,0,"Jan 15, 2023","I am able to write psedo code and comprehend the question, but I am unable to properly express the dfs function. Any advise pls?"
"minimum-number-of-operations-to-make-x-and-y-equal
",34,31,"Operation 1: 20 / 5 = 4
Operation 2: 4 + 1 = 5
Operation 3: 5 / 5 = 1","Jan 06, 2024",0,yashasvi_shivansh_07,0,"Jan 06, 2024","Can someone please explain , how the correct output is 3 for x = 20 and y = 1"
"immediate-food-delivery-ii
",22,21,bro does it really matter? Just find out how to solve it,"Oct 04, 2024",1,MerlinXu,14,"Oct 08, 2023",It's really not a medium level ques
"daily-temperatures
",15,11,"@14Greets I understand exactly why my solution is too inefficient, but coming up with a better one is challenging for me.","Dec 18, 2022",3,SayYesToTrees,77,"Dec 18, 2022",the last input is bonkers
"height-checker
",53,52,"@IGriffin308 I know I've seen some kind of hashing algorithm somewhere before where you can reverse check which indices are included in a sum total with negligible margin for error. I'm not sure exactly how it works, but my mind goes to how a Fourier series can pull apart the simple frequencies of a complex wave form","Jun 10, 2024",0,IGriffin308,1,"Jun 10, 2024",I can clearly think of the easiest solution (as the label also says 😛). However i couldnt think of any optimization to the space complexity. Is it possible to achieve in constant space. Anybody ?
"lowest-common-ancestor-of-a-binary-search-tree
",12,7,Welcome to my club,"Feb 06, 2024",2,rogue66,149,"Nov 20, 2022","so this is lowest common ancestor, not smallest common ancestor. I am an idiot"
"sequential-digits
",11,7,@jems1123 LEET''S GOO THENNN!!,"Feb 02, 2024",0,TasneemAyham,147,"Feb 02, 2024","WHO'S WITH ME ON THE FEBRUARY BADGE GUYS??!!!
Feb here we come!!"
"reverse-linked-list
",291,290,"@yassineseddaoui
thanks.
but if it linked list, then why in head is` Input: head = [1,2,3,4,5]","Jul 26, 2023",0,arsen172317,0,"Jul 26, 2023","Hi guys, can anyone please explain to me what's wrong with my solution, in webstorm it works well done.var reverseList = function(head,y=0) { if (y !== Math.floor(head.length / 2)) { [head[y], head[head.length - 1 - y]] = [head[head.length - 1 - y], head[y]]; // ++y; reverseList(head,y+1); } return head };"
"count-subarrays-with-fixed-bounds
",16,15,No it's not final. There would be others afterwards.,"Mar 31, 2024",1,sergei99,40,"Mar 31, 2024",The final boss of sliding window problems has arrived!
"reordered-power-of-2
",8,7,Thank you!!,"Sep 10, 2024",0,prateek_29,1,"Aug 15, 2024",in this question for TLE they have given a large integer multiple of 10. Just make a specific condition to deal with multiple of 10 100 10000 etc . Rest will run if you have a good approach.
"frog-position-after-t-seconds
",3,1,"You can't jump up in the tree, you can only go down and down untill you can not","Jan 25, 2023",1,Chouhan_Gourav,21,"Mar 08, 2020","8
[[2,1],[3,2],[4,1],[5,1],[6,4],[7,1],[8,7]]
7
7Answer 0"
"number-of-submatrices-that-sum-to-target
",53,52,That's a valid point: hint's second part seems to only apply for this non-negative case.,"Jan 28, 2024",0,Dzuchun,8,"Jan 28, 2024",This would be so much easier if numbers couldn't be negative...
"search-suggestions-system
",16,15,As soon as you reach 3 suggestions at any level you should avoid dfs to other child nodes that will reduce your time complexity I believe.,"May 15, 2024",0,swapnildarmora,13,"May 30, 2023","binary search got 35ms
trie got 976ms lol"
"minimum-number-of-k-consecutive-bit-flips
",9,6,@laggerk it's not actually. It's much harder than these two,"Jun 24, 2024",0,NDR0216,84,"Jun 24, 2024","This is an advanced version of yesterday contest question, 3191. Minimum Operations to Make Binary Array Elements Equal to One I"
"delete-and-earn
",16,12,@daring-calf This comment should be add in hint section. I solved the problem after seeing this😄,"Jan 29, 2024",6,ksvijayan06,84,"Dec 18, 2022",This is House Robber in disguise !! He doesn't wanna know he is trying a heist and wants us to help him/her !!
"basic-calculator
",43,41,"@FaangLeetcoder It looks like the question is updated, and this expression is an invalid expression now.","Nov 20, 2022",0,nirutgupta,3,"May 27, 2021","Test case:
""+48 - -2""Answer should be 50, not 46."
"minimum-number-of-operations-to-make-array-xor-equal-to-k
",64,63,"Follow XOR property :-
same bit xor = 0
different bit xor = 1
1 xor 1 = 0
1 xor 0 = 1
0 xor 1 = 1
0 xor 0 = 0","Apr 29, 2024",1,_BREEZE_,1,"Apr 29, 2024",Can anyone tell me how to think about which bit to flip ?
"article-views-i
",18,17,@Amit Joshi Stop posting solutions in discussion section,"Jul 05, 2024",17,Swaraj_Kotapati,149,"Jan 09, 2023","Use this (please upvote)
select distinct(author_id) as id from views where author_id=viewer_id order by author_id;"
"minimum-number-of-changes-to-make-binary-string-beautiful
",15,10,"honestly , felt like I am the clown for thinking the easiest way out","Nov 05, 2024",1,sidhanttiwari03,54,"Aug 20, 2024","did around 700+ problems(lc+gfg) never felt this much embarrased. that's direct harrasment, tried methods from divide and conquer to divide the shit into halves recursively and in the end it was just a for loop. Feeling like i'm the best clown🤡"
"remove-k-digits
",69,66,by seeing the topics section,"Apr 11, 2024",4,rajnish08,6,"Dec 06, 2023",how did people recognize that this question can be solved using monotonic stack ?
"find-common-characters
",28,25,that is what i am thinking,"Jun 05, 2024",0,khushil-7,62,"Jun 05, 2024",Why is it return vector of string not vector of char
"find-kth-bit-in-nth-binary-string
",130,129,There is a better solution than building the string.,"Oct 19, 2024",0,nebojsazak,0,"Oct 19, 2024","eh, nothing but pure labour"
"clone-graph
",19,17,@user5774bS lmaooo,"Jul 05, 2024",0,Abraham09,16,"Sep 28, 2023","lol, return copy.deepcopy(node), done."
"non-decreasing-array
",2,1,thanks a lot,"Jul 27, 2024",0,geine,49,"Oct 04, 2019","Hello, everybody! I'd like to provide my way of looking at this problem, will be glad to receive your feedback, guys!First, let's denote a peak index (p) the one where a drop starts (a[p] > a[p + 1]). We have to find it, and make sure that it's the only one since:"
"design-circular-deque
",94,93,"Don't, for god sake🤦‍♂️","Nov 16, 2024",0,Joy1654,0,"Sep 28, 2024",We can use a Deque (ArrayDeque in java) directly to solve this
"grumpy-bookstore-owner
",24,20,"It's not easy, so it's okay if you took 2 minutes to solve it. It's the maximum time a child would take to solve it, so a good starting point (edit: this is a joke btw)","Jun 21, 2024",12,Salt8754,100,"Jun 21, 2024",Hate it when you finally complete a question and everyone in the Discussion talking about how easy it was :(
"largest-odd-number-in-string
",16,15,@wiho777 xd,"Dec 27, 2023",0,eagle_322,34,"Jun 22, 2023",Hint: just search for the last odd digit
"maximum-xor-for-each-query
",3,1,It's more confusing than the actual logic IMAO!,"Nov 08, 2024",17,Algo_Prep04,213,"Sep 13, 2024",Bit Manipulation logics
"reformat-department-table
",44,42,Using plain case statements will only return one value for the same id as we are grouping by id and not the month. Using sum will return a value in all columns/months where we have revenue.,"Feb 09, 2023",1,sai_tiger,0,"Jan 21, 2023",Why do we use sum or any aggregate function in this solution?
"construct-quad-tree
",2,1,Same here. I hate wasting my own damn time to read this whole shit.,"Nov 04, 2024",0,jshim2705,376,"Feb 27, 2023",I don't feel like reading the whole question
"find-number-of-ways-to-reach-the-k-th-stair
",12,9,what does DP stand for,"Jun 08, 2024",0,unswactuarial1,17,"May 19, 2024",idk why but DP problems looks kinda easy after we see the solution .
"interleaving-string
",4,1,great intution 🔥🔥🎉,"Aug 25, 2023",1,Curious_hritik,139,"Mar 22, 2022","So you need to ask yourself ..why is dp used here?
In first look this questions looks pretty simple and can be done using 2 pointers.Then you implement the 2 pointer approach and upon submission your code get a wrong ans on the below testcase.This test case then tells you why this que is asking for a dp solution.s1 = ""aabc""
s2 = ""abad""
s3= ""aabadabc"""
"range-sum-of-bst
",76,75,"class Solution {
int sum =0;
public int rangeSumBST(TreeNode root, int low, int high) {
if(root==null) return 0;
if(root.val>=low && root.val <= high){
rangeSumBST(root.left,low,high);
System.out.println(root.val);
sum += root.val;
rangeSumBST(root.right,low,high);
}
if(root.val<low){
rangeSumBST(root.left,low,high);
}
else{
rangeSumBST(root.right,low,high);
}
return sum;
}
}
Same code runs perfectly fine on local enviornment on vscode.
I don'y know how to share pictures but i'll post links to my local code plz check it out and help me plzzz","Feb 19, 2023",0,Pranshu1sati,0,"Feb 26, 2021",
"maximum-number-of-moves-in-a-grid
",56,55,"@AdiitYA12_1 context : he was trying to imitate you, since you wrote ""Description is poor. They could have made it better"". He just showed his disbelief in you by saying ""Comment is poor. They could have made it better"" as the description is quite clear : at least for me and for @neks too, I guess. So to criticize him on the basis of his used pronouns is not quite appropriate.","Oct 29, 2024",1,Joshi_Y,4,"Oct 29, 2024",Description is poor .They could have made it better
"maximum-value-at-a-given-index-in-a-bounded-array
",13,9,the numbers should be positive,"Jun 10, 2023",0,swatantrajain_02,85,"Jun 10, 2023","How I read this problem is you have n kids, maxSum dollar, and index is your special or favourite child. Need to distribute the max dollar b/w n kid with given condition. (Fev kid(index) should get max amount)"
"best-time-to-buy-and-sell-stock-with-cooldown
",110,109,we buy a stock on 2nd Day(price=1) and sell it on 3rd Day(price=6) so profit is 5 till now. Now we buy a stock on 6th Day (price=0) and sell it on 7th day(price=2) so profit= 5+2=7,"Dec 23, 2022",0,ayushkumarj4,0,"Dec 23, 2022","[6,1,6,4,3,0,2]
Why is the expected outcome = 7 here?PLEASE ASSIST"
"nth-highest-salary
",4,1,"I take it back, For those looking for the solution make sure to put a semicolon at the end of the set expression, like this: SET N=N-1; sounds ridiculous, but that what worked for me.","Aug 18, 2023",0,Prof-xed,169,"Oct 06, 2022",None of the solutions working. It just throws Runtime error. I have tried solutions from discussions as well. Throws Runtime Error even though there is no mistake in the query. SOme leetcode bug.
"make-the-string-great
",221,219,"you really have to know which one is larger, but the difference itself is just mod('a' - 'A')","Apr 05, 2024",0,Hilbertmf,0,"Jan 24, 2024",Terrible problem. requires you to know that the difference between capital and small of alphabet in ascii is 32.
"minimum-moves-to-spread-stones-over-grid
",15,14,for sure . the difficulty is completely misleading,"Dec 22, 2023",0,gamefana,6,"Sep 13, 2023",Shouldn't this problem be Hard?
"reorganize-string
",67,66,"It can, you're probably reading the error logs wrong","Sep 28, 2024",0,ejini6969,0,"May 02, 2024","Can someone explain why ""vvvlo"" cannot be rearrange to ""vlvov""? and the answer is """"?"
"count-number-of-homogenous-substrings
",6,1,"Damn, you're right!
Until recent time I had thought that need change ""level"" labels, but one similar to your comment told me that I have more experience... I remembered myself as beginner who struggling with easy problems.","Nov 09, 2023",2,JarKz,166,"Nov 09, 2023","Dear LeetCoders, if you find a medium/hard problem that, in your opinion, should be levelled down, please refrain from stating that in the discussion section as that will demoralize our fellow brothers/sisters. It might lead to comparisons between each other, disputes and wavering confidence.
Remember: we were all in their place once!
Happy LeetCoding!!"
"combination-sum-ii
",5,1,@ajinkode You should never be expected to guess rules from test cases using inductive logic. Obviously,"Mar 13, 2024",39,MAA1117,178,"Jan 17, 2023",where in the question is it mentioned that th ans should be in sorted order?
"h-index
",146,145,useful information,"Nov 23, 2024",0,harikrishnanaruchsamy,0,"Mar 07, 2024","What makes this question interesting, though, is not understanding how the h-index is calculated. 😁😁 After I read about the h-index on Wikipedia, I was able to solve it within five minutes.😊."
"find-all-duplicates-in-an-array
",94,92,@UmeshKumaar15 I'm at 294. So I haven't got any chance. :'( :D,"Mar 25, 2024",0,semelyik,3,"Mar 25, 2024",This problem just checks if you solved 300+ problems on leetcode. Not sure if this is a good problem to ask in the interview.
"sum-of-matrix-after-queries
",25,21,"I think you have traversed queries in reverse order right.. but you need to make sure that no further changes can be made on already processed row or column.
for that you can use hashmap or a hashset
check this testcase..","Jun 04, 2023",3,pranay318,2,"Jun 04, 2023",can anyone tell the right approach for such problem? only 2284 / 2688 passed
"find-words-that-can-be-formed-by-characters
",78,77,"@bunkerman For counting a single item, .count() will usually be faster because it avoids the overhead of creating an entire Counter object.
For counting multiple items, Counter will generally be faster as it processes the iterable in a single pass.","Oct 14, 2024",0,ejini6969,0,"Dec 02, 2023","General Python doubt: why is .count() method faster than the Counter() method? The words here are short, will it overtake it in the general case or will .count() always be faster?"
"number-of-atoms
",326,324,@zabaxa Thanks man,"Jul 15, 2024",0,anujmore,0,"Jul 14, 2024",When do we need to add and when do we need to multiply the formula?
"shift-2d-grid
",3,1,For 1D array follow up is O(1) space. No such thing here.,"May 30, 2024",1,DakPrescott,31,"Aug 13, 2023",How on earth 2D array rotation is easy when 1D array rotation is medium?
"time-taken-to-mark-all-nodes
",23,22,"To make it simple, consider the problem as a weighted directional graph. To reach even adjacent nodes it takes 2 weight and to reach odd adjacent nodes it takes 1 weight. Goal is to find the distance/weight to reach the farthest node.","Aug 14, 2024",0,pratik2512,0,"Aug 14, 2024",Can anyone could explain about the time ?
"non-decreasing-array
",9,7,"LIS will not work in this case in nlog(n) 1,4,1,2","Aug 25, 2024",0,harshdeep2111,8,"Apr 19, 2023",Think of longest increasing subsequence (LIS) and use that to get the answer.if LIS>=n-1 then think what would be the result.
"number-of-ways-to-split-a-string
",2,1,"Thank you so much, this is very helpful!! Never thought of using prefix sum.","Dec 19, 2023",0,xeniawann,24,"Sep 05, 2020","Just in case anyone is still finding it difficult to understand the algorithm for the general case..Consider the example :-
s = ""100100010100110""We see that there are 6 ones in the string.
For a valid way to split,each part must have 2 ones.If we traverse the string and track the number of ones encountered so far at each index,we see:
ones = [1,1,1,2,2,2,2,3,3,4,4,4,5,6,6]"
"replace-employee-id-with-the-unique-identifier
",33,32,@ikhariyafaizal I tried to use full join but it said I should check my sever version,"Jul 21, 2024",0,mosesajayi,4,"Sep 30, 2023","why can't we use full join? I've got so many bugs running it.
SELECT EmployeeUNI.unique_id, Employees.name FROM Employees FULL JOIN EmployeeUNI USING(id);shows that Unknown column 'Employees.name' in 'field list'"
"special-array-ii
",10,8,us moment,"May 19, 2024",0,dinakarrajkotipalli,9,"May 19, 2024","[586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586]
[586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823,586,1823]
Useful test cases ---
535 / 536 test cases passed 1 Test case costs me the question"
"range-sum-of-sorted-subarray-sums
",69,67,Remember to mod the result by 10^9 + 7 since the sum of the subarrays can be large,"Aug 04, 2024",0,itsbi03,2,"Jul 12, 2023",I guess your 53rd test case is not correct
"ipo
",427,426,"For the second, we can easily explain it as the profits being ""net"" profits. That is, if we spend 20 on project X, we make 3 in net profit -- meaning we made 23 in gross profits (recouping our initial 20 of investment.)","Jun 15, 2024",0,4onen,0,"Jan 24, 2024","2 Issues with this:Another example: Test case:
k=2, w=1, profits=[10, 2, 3, 1], capitals = [3, 1, 1, 3]I have two source codes, the one that is giving here 14 as the answer is accepted and one that gives 4 isn't."
"find-the-safest-path-in-a-grid
",190,189,"// 1 is correct output. Read the description carefully. Maximum Safeness factor of a path is minimum manhattan distance from a cell to a thief in path. You start journey from (0,0) position. Minimum manhatten distance from (0,0) to nearest thief is 1. The nearest thief for (0,0) is (0,1). So, your path journey start with safeness factor 1. what ever you choose any kind of path, Your safeness factor always be 1.","May 15, 2024",0,Tazri,0,"May 15, 2024","Initially I thought unique ways using bfs works and counting how I'm reaching end.but I found this case which fails it
output is 1 instead of 2"
"add-strings
",27,26,"i think looping from end to start would be better. from start to end, handling the carry becomes difficult in my opinion.","Aug 23, 2023",0,pradyotprksh4,5,"Dec 26, 2022","Code is behaving differently than expected.
`int i = num1.length() - 1;
int j = num2.length() - 1;
long sum = 0;
int p = 0;
int n1, n2;"
"find-the-length-of-the-longest-common-prefix
",17,14,@adityakumar8068 once again you saved me doing wrong submission :),"Sep 24, 2024",2,shubhamCraveil,39,"Sep 24, 2024",TESTCASES------------------->
"lexicographical-numbers
",3,1,"i had to look up the solution for this problem, i might be restarted","Sep 22, 2024",0,fergalicrizz,168,"Sep 21, 2024","oh boy i can't wait to tell everyone in 1337code how this medium should be easy, even after chatgpt solved it for me, everyone will think im so cool!"
"longest-palindromic-subsequence
",116,115,for which input it is giving tle?,"May 22, 2023",0,ash030,0,"May 19, 2023",Why is this giving tle?
"min-cost-climbing-stairs
",24,22,"Basically they are asking that, we have to return the minimum cost when we reach the top floor. If we pay the floor i cost they we can go floor i + 1 or i + 2. It depend upon our choice.
Every floor have their cost which is stored in the cost array.","Oct 13, 2023",4,Bharat_2110301,82,"Nov 24, 2020",Can someone explain me what exactly the question is asking ? I am not able to understand the question ?
"leaf-similar-trees
",53,52,yes I know we could use the concept generator and yield keyword to do this beautifully in python. but is there any way to do it in c++?,"Jun 27, 2024",0,takeiteasydragon,4,"Dec 08, 2022",Is there a way that we can compare the leave one by one instead of generating all leave at once?
"maximum-element-after-decreasing-and-rearranging
",45,43,my thoughts exactly,"Nov 15, 2023",0,midnightnomadd,6,"Nov 15, 2023",I think the phrasing of this question is kinda odd. Doesn't the '2 adjacent elements has to be less than 1' meant that we can always have 1 as the adjacent element and the maximum be 1?
"last-stone-weight-ii
",54,53,Yes there is overlapping subproblem when we have stones of same weigt...,"May 07, 2024",0,Joy1654,0,"Dec 07, 2023","I have a very basic question here, what are the overlapping subproblem and optimal substructure here?I can solve it with this code, but to me this just lists all the possibilities. What is the optimal substructure here?memo = {0}
for i in stones:
memo = {i+j for j in memo}|{abs(i-j) for j in memo}
return min(memo)"
"pacific-atlantic-water-flow
",145,143,@nikhila01 Thanks. I read it wrong. Sorry for the silly question-_-,"Jun 06, 2023",0,glard,0,"Jun 05, 2023","why does ""[3,0] -> [4,0] -> Atlantic Ocean"" work in the Example 1?"
"maximum-number-of-darts-inside-of-a-circular-dartboard
",9,8,Great proof. I was taking a similar approach and got to prove case 1 but never got to case 2. This is helpful,"Jan 24, 2023",0,senthilPalanisamy,5,"May 24, 2020",I wanted to give reasoning to prove why optimum circle can have atleast 2 points on its circumference without sacrificing on maximum number of points it can contain.We need to prove following two things:Proof of 1:
"immediate-food-delivery-ii
",202,201,"I think this is incorrect, if an individual has more than one deliveries on the same day and they both arrive immediately, it's going to boost the nominator.","Sep 04, 2023",0,cehwang1120,0,"Aug 29, 2023","Easy Solution, first get the first order details for each customer and then calculate immediate percentage:select (ROUND (sum(CASE WHEN order_date = customer_pref_delivery_date THEN 1 ELSE 0 END) / count(*) , 4) * 100) as immediate_percentage from Delivery where (customer_id, order_date) in (select distinct customer_id, min(order_date) from Delivery group by customer_id);"
"minimum-seconds-to-equalize-a-circular-array
",6,1,OOPS!!!,"Aug 05, 2023",0,shantanumapari17,45,"Aug 05, 2023",My face when BFS on max Frequency elements doesn't work :O
"soup-servings
",32,31,"I think , Lets Say
for each move your have 4 options you can chose from them with prob 0.25 , with base case : a empty first and A and B empty together
Variables -> A ml, B ml,
Recurrance :","Jul 29, 2023",0,khemendra123b,8,"Jul 29, 2023",This is a DP problem. The hard part is to find out the recursive recurrence!
"find-the-minimum-area-to-cover-all-ones-ii
",25,24,@ag_ressive I’m bot.😂,"Jun 24, 2024",0,t38178,0,"Jun 23, 2024",Spent an hour to solve this later realizing I couldn't optimize it. One advice move on to next problem.
"sales-analysis-iii
",10,7,"Hey can you explain the impact group by has in the product_id 2 in the sample example given in the problem? or how does group by work generally in such scenario's.
Any reply would be highly appreciated!!","Feb 04, 2023",0,weebhav,21,"Dec 15, 2022","Select p.product_id, p.product_name
from Product p join Sales s
on p.product_id = s.product_id
group by s.product_id
having min(s.sale_date) >= '2019-01-01' and max(sale_date) <= '2019-03-31'"
"middle-of-the-linked-list
",97,94,get confused at the same place.,"Jan 25, 2023",0,lelale,1,"Jan 07, 2023",Why can't you just say while fast.next rather than why fast and fast.next surely if fast.next is true fast will automatically be true too?
"minimum-cost-to-convert-string-i
",37,36,@briancode99 Took some time. I get what those algo did but just went off structure after recursion/memo failed without knowing should be shortest path etc.,"Jul 27, 2024",0,feng3245,17,"Dec 24, 2023",I knew it will be done by graphs and shortest path algo but still :(
"binary-search-tree-iterator
",3,1,"@GardientDesecnt Why would you badmouth someone whose efforts are facilitating whatever you are trying to achieve by solving problems on LeetCode, whether that is job interview prep or just becoming a better coder?","Jul 22, 2024",6,archit436,92,"Sep 18, 2023",bro who writes these
"is-graph-bipartite
",133,132,"should be quite simple if you draw it.
-node 0 is connected to node 1 [1]
-node 1 is connected to node 0 and 3 [0,3]
-node 2 is connected to node 3 [3]
-node 3 is connected to node 1 and 2 [1,2]
you get the following graph:
1-----0
|
|
3-----2
you can colour node 0 white, node 1 black, node 3 white, node 2 black
--> the graph is bicolourable --> the graph is bipartite --> return true","May 19, 2023",0,Diyo,0,"May 19, 2023","[[1],[0,3],[3],[1,2]] can anyone please explain me this case"
"count-the-number-of-fair-pairs
",238,237,buddy ...the logic was spot on but how to come up with the intuition like during interview ? Thanks,"Nov 13, 2024",0,parthdesai4194,0,"Nov 13, 2024","Problem is good try to break down in two subproblemthen your answer is subProblem_2 - subProblem_1
it give you correct answer"
"coin-change-ii
",153,152,The difference is the order that doesn't matter in Combination Sum 4. It's causing some problems with me.,"Sep 09, 2023",0,TasneemAyham,0,"Sep 09, 2023",this is so much similar to combination sum 4
"count-the-number-of-consistent-strings
",40,38,"This is a approach I have used, but I think it is generally less readable (unless you have carefully encapsulated you bit logic into a separate set of functions that show what is going on in their names). An int is generally a number not a bitmap. So even though it is slower I would generally prefer a HashMap for readability.","Sep 12, 2024",2,Oliver_Day,8,"Sep 12, 2024","If you're looking for optimizations, you can try using bit manipulation to replace your HashMapThis is possible without any significant tomfoolery because the number of letters in the alphabet is less than the size of an integer"
